iteration,f1_weighted,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
136,0.976290505499097,2022-09-23 02:39:54.471253,2022-09-23 02:41:16.864159,0 days 00:01:22.392906,27.0,398.0,100.0,38.0,223.0,553.0,COMPLETE
284,0.9762903489394955,2022-09-23 05:12:07.557323,2022-09-23 05:13:30.186604,0 days 00:01:22.629281,19.0,396.0,109.0,37.0,277.0,552.0,COMPLETE
182,0.9762889859131575,2022-09-23 03:28:07.099174,2022-09-23 03:28:48.607223,0 days 00:00:41.508049,18.0,395.0,118.0,36.0,175.0,277.0,COMPLETE
81,0.976288862856676,2022-09-23 01:33:14.277805,2022-09-23 01:34:32.710194,0 days 00:01:18.432389,33.0,391.0,100.0,44.0,241.0,523.0,COMPLETE
213,0.976288837446807,2022-09-23 03:55:54.753588,2022-09-23 03:57:04.663474,0 days 00:01:09.909886,16.0,398.0,129.0,44.0,230.0,465.0,COMPLETE
279,0.9762820959000358,2022-09-23 05:06:14.053772,2022-09-23 05:07:21.361816,0 days 00:01:07.308044,18.0,393.0,114.0,36.0,279.0,449.0,COMPLETE
194,0.976280449670614,2022-09-23 03:36:56.489968,2022-09-23 03:37:40.308855,0 days 00:00:43.818887,20.0,400.0,107.0,35.0,222.0,290.0,COMPLETE
178,0.9762773026635561,2022-09-23 03:25:18.884298,2022-09-23 03:26:01.428896,0 days 00:00:42.544598,16.0,396.0,128.0,38.0,213.0,284.0,COMPLETE
52,0.9762772082108337,2022-09-23 01:00:02.798766,2022-09-23 01:01:09.257070,0 days 00:01:06.458304,25.0,394.0,99.0,45.0,173.0,450.0,COMPLETE
32,0.976275478137035,2022-09-23 00:39:56.807076,2022-09-23 00:41:12.504123,0 days 00:01:15.697047,27.0,389.0,108.0,48.0,212.0,512.0,COMPLETE
146,0.9762739774704998,2022-09-23 02:52:40.332367,2022-09-23 02:53:50.257088,0 days 00:01:09.924721,23.0,394.0,103.0,46.0,256.0,466.0,COMPLETE
47,0.9762739556894308,2022-09-23 00:55:28.288149,2022-09-23 00:56:12.385052,0 days 00:00:44.096903,21.0,392.0,112.0,48.0,185.0,296.0,COMPLETE
235,0.9762722476268272,2022-09-23 04:22:11.584652,2022-09-23 04:23:26.880231,0 days 00:01:15.295579,16.0,390.0,125.0,40.0,279.0,503.0,COMPLETE
291,0.9762721126068771,2022-09-23 05:20:29.155761,2022-09-23 05:21:37.923883,0 days 00:01:08.768122,19.0,395.0,113.0,32.0,271.0,459.0,COMPLETE
42,0.9762672761230007,2022-09-23 00:50:15.803440,2022-09-23 00:51:18.891116,0 days 00:01:03.087676,34.0,392.0,104.0,43.0,219.0,425.0,COMPLETE
203,0.9762658039984947,2022-09-23 03:45:42.462128,2022-09-23 03:46:46.053093,0 days 00:01:03.590965,16.0,386.0,125.0,41.0,227.0,427.0,COMPLETE
257,0.9762573986157612,2022-09-23 04:48:42.061669,2022-09-23 04:49:57.254839,0 days 00:01:15.193170,15.0,397.0,112.0,44.0,173.0,507.0,COMPLETE
87,0.9762524634666541,2022-09-23 01:41:09.005354,2022-09-23 01:42:28.851345,0 days 00:01:19.845991,24.0,389.0,107.0,48.0,184.0,539.0,COMPLETE
92,0.9762507590535261,2022-09-23 01:47:21.770973,2022-09-23 01:48:45.564288,0 days 00:01:23.793315,27.0,392.0,96.0,35.0,244.0,566.0,COMPLETE
236,0.9762507007720997,2022-09-23 04:23:26.880581,2022-09-23 04:24:44.378632,0 days 00:01:17.498051,17.0,397.0,107.0,37.0,283.0,515.0,COMPLETE
217,0.9762457219540827,2022-09-23 04:00:43.959090,2022-09-23 04:02:07.874522,0 days 00:01:23.915432,15.0,398.0,122.0,45.0,173.0,567.0,COMPLETE
249,0.9762376904303961,2022-09-23 04:39:07.317915,2022-09-23 04:40:22.551451,0 days 00:01:15.233536,24.0,398.0,107.0,44.0,210.0,503.0,COMPLETE
228,0.9762358773224825,2022-09-23 04:13:38.424927,2022-09-23 04:14:19.870195,0 days 00:00:41.445268,18.0,391.0,108.0,42.0,176.0,277.0,COMPLETE
53,0.9762358664050796,2022-09-23 01:01:09.257257,2022-09-23 01:02:23.404726,0 days 00:01:14.147469,22.0,380.0,102.0,42.0,211.0,501.0,COMPLETE
237,0.9762308803382965,2022-09-23 04:24:44.378935,2022-09-23 04:25:59.377744,0 days 00:01:14.998809,15.0,394.0,111.0,38.0,288.0,499.0,COMPLETE
159,0.9762306571108146,2022-09-23 03:04:24.590348,2022-09-23 03:05:41.298059,0 days 00:01:16.707711,19.0,388.0,111.0,36.0,212.0,516.0,COMPLETE
97,0.9762292886784577,2022-09-23 01:53:11.816415,2022-09-23 01:54:26.171369,0 days 00:01:14.354954,25.0,388.0,98.0,47.0,181.0,502.0,COMPLETE
125,0.9762276206110232,2022-09-23 02:25:51.301072,2022-09-23 02:27:05.849712,0 days 00:01:14.548640,16.0,400.0,101.0,41.0,210.0,498.0,COMPLETE
200,0.9762273316790566,2022-09-23 03:42:30.066797,2022-09-23 03:43:37.876425,0 days 00:01:07.809628,17.0,390.0,126.0,40.0,218.0,456.0,COMPLETE
131,0.976225923408092,2022-09-23 02:33:17.898600,2022-09-23 02:34:35.614245,0 days 00:01:17.715645,40.0,395.0,75.0,37.0,239.0,522.0,COMPLETE
22,0.9762243499034369,2022-09-23 00:26:48.867961,2022-09-23 00:28:07.274187,0 days 00:01:18.406226,32.0,397.0,95.0,41.0,225.0,526.0,COMPLETE
204,0.9762192363478992,2022-09-23 03:46:46.053478,2022-09-23 03:47:51.338281,0 days 00:01:05.284803,18.0,394.0,130.0,39.0,234.0,437.0,COMPLETE
