iteration,roc_weighted,datetime_start,datetime_complete,duration,C,l1_ratio,linesearch_max_iter,max_iter,penalty,tol,state
392,0.9330842848094522,2022-07-02 23:40:43.839824,2022-07-02 23:40:45.384464,0 days 00:00:01.544640,9.0,0.628475490042169,338.0,10196344.0,l1,0.03668890970326818,COMPLETE
524,0.9330842848094522,2022-07-02 23:44:26.397797,2022-07-02 23:44:27.999765,0 days 00:00:01.601968,9.5,0.16330626470794268,302.0,13044412.0,l1,0.035887083161369494,COMPLETE
687,0.9330842848094522,2022-07-02 23:49:07.860916,2022-07-02 23:49:09.558769,0 days 00:00:01.697853,10.0,0.36512064479893885,307.0,45379369.0,l1,0.03694464644423254,COMPLETE
375,0.9330842848094522,2022-07-02 23:40:17.327446,2022-07-02 23:40:18.859855,0 days 00:00:01.532409,9.5,0.07532809788845252,199.0,10119056.0,l1,0.03644540816547536,COMPLETE
878,0.9330842848094522,2022-07-02 23:55:07.229401,2022-07-02 23:55:08.992806,0 days 00:00:01.763405,9.8,0.042290437494131944,372.0,39001071.0,l1,0.03633150426066222,COMPLETE
348,0.9330842848094522,2022-07-02 23:39:35.389221,2022-07-02 23:39:36.927813,0 days 00:00:01.538592,9.2,0.549824156229866,332.0,11130131.0,l1,0.036005387540852064,COMPLETE
702,0.9330842848094522,2022-07-02 23:49:37.084788,2022-07-02 23:49:38.778929,0 days 00:00:01.694141,10.0,0.1591998978257731,300.0,42028200.0,l1,0.037002202821522306,COMPLETE
335,0.9330842848094522,2022-07-02 23:39:12.990733,2022-07-02 23:39:14.514140,0 days 00:00:01.523407,9.2,0.5756925712883637,328.0,11949659.0,l1,0.03687242725482259,COMPLETE
573,0.9330842848094522,2022-07-02 23:45:51.829867,2022-07-02 23:45:53.753090,0 days 00:00:01.923223,9.2,0.07568379626569141,351.0,49668916.0,l1,0.03609710717844966,COMPLETE
313,0.9330842848094522,2022-07-02 23:38:35.137298,2022-07-02 23:38:36.638425,0 days 00:00:01.501127,9.5,0.15626695230384707,246.0,13338296.0,l1,0.03599881950308841,COMPLETE
307,0.9330842848094522,2022-07-02 23:38:25.654701,2022-07-02 23:38:27.161139,0 days 00:00:01.506438,9.5,0.13057183989468676,328.0,13501619.0,l1,0.03624440035647937,COMPLETE
306,0.9330842848094522,2022-07-02 23:38:23.865118,2022-07-02 23:38:25.654356,0 days 00:00:01.789238,9.2,0.14940441124843618,303.0,16100370.0,l1,0.036358104069169186,COMPLETE
301,0.9330842848094522,2022-07-02 23:38:15.546406,2022-07-02 23:38:17.043197,0 days 00:00:01.496791,9.2,0.11024403631965651,195.0,11418815.0,l1,0.036460272435166925,COMPLETE
294,0.9330842848094522,2022-07-02 23:38:05.580214,2022-07-02 23:38:07.084822,0 days 00:00:01.504608,2.5000000000000004,0.04276231103920761,338.0,15429368.0,l1,0.03596606933341681,COMPLETE
903,0.9330842848094522,2022-07-02 23:55:52.778769,2022-07-02 23:55:54.549713,0 days 00:00:01.770944,9.2,0.13932155089348386,334.0,23807041.0,l1,0.03621913019332851,COMPLETE
289,0.9330842848094522,2022-07-02 23:37:57.603329,2022-07-02 23:37:59.108307,0 days 00:00:01.504978,6.0,0.9487517065029407,178.0,15798535.0,l1,0.03706304723182214,COMPLETE
501,0.9330842848094522,2022-07-02 23:43:47.730310,2022-07-02 23:43:49.590231,0 days 00:00:01.859921,9.5,0.12244495340497555,257.0,23981442.0,l1,0.03672671694209287,COMPLETE
383,0.9330842848094522,2022-07-02 23:40:29.159546,2022-07-02 23:40:30.703071,0 days 00:00:01.543525,9.2,0.17051261684164806,73.0,9660709.0,l1,0.03598964742502323,COMPLETE
967,0.9330842848094522,2022-07-02 23:57:56.422169,2022-07-02 23:57:58.509865,0 days 00:00:02.087696,9.8,0.0642758681346309,352.0,49121095.0,l1,0.03636962948734986,COMPLETE
74,0.9330842848094522,2022-07-02 23:32:20.557831,2022-07-02 23:32:21.952034,0 days 00:00:01.394203,6.3,0.8324175718801986,247.0,22439364.0,l1,0.03689777515746498,COMPLETE
973,0.9330842848094522,2022-07-02 23:58:07.129396,2022-07-02 23:58:08.939462,0 days 00:00:01.810066,2.9000000000000004,0.9572974751176149,140.0,19376093.0,l1,0.03612222141247229,COMPLETE
987,0.9330842848094522,2022-07-02 23:58:33.316060,2022-07-02 23:58:35.417085,0 days 00:00:02.101025,9.8,0.05023037435625506,51.0,22810978.0,l1,0.03661407527217787,COMPLETE
