iteration,precision,datetime_start,datetime_complete,duration,alpha,solver,state
10,0.8792110349009057,2022-06-13 22:44:37.498672,2022-06-13 22:44:38.315213,0 days 00:00:00.816541,0.045587990045098614,svd,COMPLETE
453,0.8792110349009057,2022-06-13 22:51:08.032979,2022-06-13 22:51:08.982258,0 days 00:00:00.949279,3.8755929765554398,svd,COMPLETE
202,0.8792110349009057,2022-06-13 22:47:20.220958,2022-06-13 22:47:21.108030,0 days 00:00:00.887072,4.074606491127151,svd,COMPLETE
789,0.8792110349009057,2022-06-13 22:56:38.100966,2022-06-13 22:56:39.148555,0 days 00:00:01.047589,3.885221571644307,svd,COMPLETE
198,0.8792110349009057,2022-06-13 22:47:16.662857,2022-06-13 22:47:17.556426,0 days 00:00:00.893569,3.790795307254451,svd,COMPLETE
702,0.8792110349009057,2022-06-13 22:55:09.936261,2022-06-13 22:55:10.959096,0 days 00:00:01.022835,3.7623890442849195,svd,COMPLETE
286,0.8792110349009057,2022-06-13 22:48:34.833296,2022-06-13 22:48:35.748961,0 days 00:00:00.915665,4.107610698895221,svd,COMPLETE
704,0.8792110349009057,2022-06-13 22:55:12.013694,2022-06-13 22:55:13.045492,0 days 00:00:01.031798,2.9600858482332564,svd,COMPLETE
460,0.8792110349009057,2022-06-13 22:51:14.922725,2022-06-13 22:51:15.874482,0 days 00:00:00.951757,4.006800334637198,svd,COMPLETE
291,0.8792110349009057,2022-06-13 22:48:39.395191,2022-06-13 22:48:40.301862,0 days 00:00:00.906671,3.906346937502713,svd,COMPLETE
105,0.8792110349009057,2022-06-13 22:45:55.947598,2022-06-13 22:45:56.813331,0 days 00:00:00.865733,3.1761530265745277,svd,COMPLETE
790,0.8792110349009057,2022-06-13 22:56:39.149144,2022-06-13 22:56:40.186032,0 days 00:00:01.036888,3.6696185548656985,svd,COMPLETE
102,0.8792110349009057,2022-06-13 22:45:53.375824,2022-06-13 22:45:54.211286,0 days 00:00:00.835462,3.8618084108062933,svd,COMPLETE
128,0.8792110349009057,2022-06-13 22:46:15.746084,2022-06-13 22:46:16.617940,0 days 00:00:00.871856,3.9949141030173987,svd,COMPLETE
360,0.8792110349009057,2022-06-13 22:49:41.832613,2022-06-13 22:49:42.768390,0 days 00:00:00.935777,3.933902074622323,svd,COMPLETE
574,0.8792110349009057,2022-06-13 22:53:03.429920,2022-06-13 22:53:04.421273,0 days 00:00:00.991353,4.053537661384164,svd,COMPLETE
743,0.8792110349009057,2022-06-13 22:55:51.427746,2022-06-13 22:55:52.438072,0 days 00:00:01.010326,3.9994561959025403,svd,COMPLETE
63,0.8792110349009057,2022-06-13 22:45:20.804605,2022-06-13 22:45:21.659554,0 days 00:00:00.854949,4.013877021644454,svd,COMPLETE
955,0.8792110349009057,2022-06-13 22:59:33.264146,2022-06-13 22:59:34.352612,0 days 00:00:01.088466,1.4726702773094154,svd,COMPLETE
66,0.8792110349009057,2022-06-13 22:45:23.410864,2022-06-13 22:45:24.239496,0 days 00:00:00.828632,3.5029608729141524,svd,COMPLETE
38,0.8792110349009057,2022-06-13 22:45:00.242258,2022-06-13 22:45:01.056467,0 days 00:00:00.814209,2.727629715109753,svd,COMPLETE
81,0.8792110349009057,2022-06-13 22:45:35.573412,2022-06-13 22:45:36.434496,0 days 00:00:00.861084,2.861311919709684,svd,COMPLETE
53,0.8792110349009057,2022-06-13 22:45:12.246743,2022-06-13 22:45:13.097489,0 days 00:00:00.850746,3.478641512034871,svd,COMPLETE
79,0.8792110349009057,2022-06-13 22:45:33.847717,2022-06-13 22:45:34.710236,0 days 00:00:00.862519,4.117474058707218,svd,COMPLETE
51,0.8792110349009057,2022-06-13 22:45:10.549974,2022-06-13 22:45:11.406737,0 days 00:00:00.856763,3.9392785817568012,svd,COMPLETE
55,0.8792110349009057,2022-06-13 22:45:13.984096,2022-06-13 22:45:14.794133,0 days 00:00:00.810037,3.816348873793137,svd,COMPLETE
40,0.8792110349009057,2022-06-13 22:45:01.538337,2022-06-13 22:45:02.392671,0 days 00:00:00.854334,1.662170527505824,svd,COMPLETE
333,0.8792110349009057,2022-06-13 22:49:17.520150,2022-06-13 22:49:18.438786,0 days 00:00:00.918636,2.313868067340008,svd,COMPLETE
528,0.8792110349009057,2022-06-13 22:52:19.448262,2022-06-13 22:52:20.412736,0 days 00:00:00.964474,0.25260377223428154,svd,COMPLETE
745,0.8792110349009057,2022-06-13 22:55:53.355248,2022-06-13 22:55:54.352605,0 days 00:00:00.997357,3.835798673828949,svd,COMPLETE
521,0.8792110349009057,2022-06-13 22:52:12.462023,2022-06-13 22:52:13.428098,0 days 00:00:00.966075,4.022667760907211,svd,COMPLETE
979,0.8792110349009057,2022-06-13 22:59:59.180980,2022-06-13 23:00:00.267230,0 days 00:00:01.086250,3.080898011247665,svd,COMPLETE
749,0.8792110349009057,2022-06-13 22:55:57.428184,2022-06-13 22:55:58.440553,0 days 00:00:01.012369,3.537560216156855,svd,COMPLETE
586,0.8792254054873427,2022-06-13 22:53:15.399052,2022-06-13 22:53:16.378163,0 days 00:00:00.979111,6.563870031717681,svd,COMPLETE
11,0.8792254054873427,2022-06-13 22:44:38.315312,2022-06-13 22:44:39.273014,0 days 00:00:00.957702,7.1036863544479125,svd,COMPLETE
965,0.8792254054873427,2022-06-13 22:59:44.030269,2022-06-13 22:59:45.133744,0 days 00:00:01.103475,6.6100194283584575,svd,COMPLETE
454,0.8792254054873427,2022-06-13 22:51:08.982831,2022-06-13 22:51:09.927122,0 days 00:00:00.944291,7.557846511808439,svd,COMPLETE
329,0.8792254054873427,2022-06-13 22:49:13.803715,2022-06-13 22:49:14.747493,0 days 00:00:00.943778,8.192855478385457,svd,COMPLETE
599,0.8792254054873427,2022-06-13 22:53:27.840244,2022-06-13 22:53:28.826987,0 days 00:00:00.986743,6.650072113518627,svd,COMPLETE
12,0.8792254054873427,2022-06-13 22:44:39.273111,2022-06-13 22:44:40.082394,0 days 00:00:00.809283,6.800075514251441,svd,COMPLETE
962,0.8792254054873427,2022-06-13 22:59:40.754548,2022-06-13 22:59:41.839762,0 days 00:00:01.085214,6.737184679255287,svd,COMPLETE
347,0.8792254054873427,2022-06-13 22:49:30.094798,2022-06-13 22:49:31.015087,0 days 00:00:00.920289,6.557798645740441,svd,COMPLETE
644,0.8792254054873427,2022-06-13 22:54:11.992151,2022-06-13 22:54:12.984895,0 days 00:00:00.992744,6.5694976198373505,svd,COMPLETE
641,0.8792254054873427,2022-06-13 22:54:09.010830,2022-06-13 22:54:10.007982,0 days 00:00:00.997152,6.558858624501451,svd,COMPLETE
959,0.8792254054873427,2022-06-13 22:59:37.239612,2022-06-13 22:59:38.339388,0 days 00:00:01.099776,6.504642465630825,svd,COMPLETE
16,0.8792254054873427,2022-06-13 22:44:42.611768,2022-06-13 22:44:43.482761,0 days 00:00:00.870993,7.922894540042535,svd,COMPLETE
760,0.8792254054873427,2022-06-13 22:56:08.596406,2022-06-13 22:56:09.607041,0 days 00:00:01.010635,6.566171475899938,svd,COMPLETE
354,0.8792254054873427,2022-06-13 22:49:36.594307,2022-06-13 22:49:37.515967,0 days 00:00:00.921660,6.770401570555549,svd,COMPLETE
176,0.8792254054873427,2022-06-13 22:46:57.255720,2022-06-13 22:46:58.151393,0 days 00:00:00.895673,6.583154679249997,svd,COMPLETE
349,0.8792254054873427,2022-06-13 22:49:31.942127,2022-06-13 22:49:32.866823,0 days 00:00:00.924696,5.934369339904046,svd,COMPLETE
637,0.8792254054873427,2022-06-13 22:54:05.025224,2022-06-13 22:54:06.010904,0 days 00:00:00.985680,6.000289502739153,svd,COMPLETE
69,0.8792254054873427,2022-06-13 22:45:25.602240,2022-06-13 22:45:26.451055,0 days 00:00:00.848815,7.337338617214403,svd,COMPLETE
13,0.8792254054873427,2022-06-13 22:44:40.082519,2022-06-13 22:44:40.943091,0 days 00:00:00.860572,8.58309775958422,svd,COMPLETE
852,0.8792254054873427,2022-06-13 22:57:43.572428,2022-06-13 22:57:44.617467,0 days 00:00:01.045039,5.9545922227490165,svd,COMPLETE
9,0.8792254054873427,2022-06-13 22:44:36.636270,2022-06-13 22:44:37.498555,0 days 00:00:00.862285,9.466925398064314,svd,COMPLETE
251,0.8792254054873427,2022-06-13 22:48:03.842876,2022-06-13 22:48:04.741704,0 days 00:00:00.898828,6.001746521872606,svd,COMPLETE
820,0.8792254054873427,2022-06-13 22:57:10.337310,2022-06-13 22:57:11.371683,0 days 00:00:01.034373,8.745146042722602,svd,COMPLETE
338,0.8792254054873427,2022-06-13 22:49:21.767273,2022-06-13 22:49:22.690502,0 days 00:00:00.923229,9.971967361575526,svd,COMPLETE
407,0.8792254054873427,2022-06-13 22:50:25.255805,2022-06-13 22:50:26.195464,0 days 00:00:00.939659,6.559772736566944,svd,COMPLETE
264,0.8792254054873427,2022-06-13 22:48:15.258599,2022-06-13 22:48:16.165020,0 days 00:00:00.906421,5.956584484197314,svd,COMPLETE
243,0.8792254054873427,2022-06-13 22:47:56.641007,2022-06-13 22:47:57.536621,0 days 00:00:00.895614,6.891219714191157,svd,COMPLETE
241,0.8792254054873427,2022-06-13 22:47:54.814160,2022-06-13 22:47:55.736503,0 days 00:00:00.922343,6.633913216666577,svd,COMPLETE
693,0.8792254054873427,2022-06-13 22:55:00.809817,2022-06-13 22:55:01.809397,0 days 00:00:00.999580,7.988128412201489,svd,COMPLETE
239,0.8792254054873427,2022-06-13 22:47:53.011674,2022-06-13 22:47:53.916763,0 days 00:00:00.905089,6.451948755693131,svd,COMPLETE
267,0.8792254054873427,2022-06-13 22:48:17.968855,2022-06-13 22:48:18.878566,0 days 00:00:00.909711,6.583507110401262,svd,COMPLETE
404,0.8792254054873427,2022-06-13 22:50:22.453829,2022-06-13 22:50:23.387047,0 days 00:00:00.933218,6.76502840523601,svd,COMPLETE
60,0.8792254054873427,2022-06-13 22:45:18.230284,2022-06-13 22:45:19.118667,0 days 00:00:00.888383,6.66719037182618,svd,COMPLETE
575,0.8792254054873427,2022-06-13 22:53:04.421835,2022-06-13 22:53:05.665859,0 days 00:00:01.244024,9.055602483144327,svd,COMPLETE
670,0.8792254054873427,2022-06-13 22:54:37.736480,2022-06-13 22:54:38.743067,0 days 00:00:01.006587,6.945267726762959,svd,COMPLETE
669,0.8792254054873427,2022-06-13 22:54:36.739535,2022-06-13 22:54:37.735999,0 days 00:00:00.996464,6.555722459503577,svd,COMPLETE
668,0.8792254054873427,2022-06-13 22:54:35.758654,2022-06-13 22:54:36.739023,0 days 00:00:00.980369,7.030900609332997,svd,COMPLETE
977,0.8792254054873427,2022-06-13 22:59:56.969393,2022-06-13 22:59:58.065579,0 days 00:00:01.096186,6.476031334763385,svd,COMPLETE
228,0.8792254054873427,2022-06-13 22:47:43.148907,2022-06-13 22:47:44.048300,0 days 00:00:00.899393,9.16061689256263,svd,COMPLETE
223,0.8792254054873427,2022-06-13 22:47:38.676440,2022-06-13 22:47:39.574049,0 days 00:00:00.897609,5.996353876998799,svd,COMPLETE
399,0.8792254054873427,2022-06-13 22:50:17.786936,2022-06-13 22:50:18.727406,0 days 00:00:00.940470,6.534109948287027,svd,COMPLETE
996,0.8792254054873427,2022-06-13 23:00:17.612473,2022-06-13 23:00:18.694764,0 days 00:00:01.082291,5.996994558485179,svd,COMPLETE
974,0.8792254054873427,2022-06-13 22:59:54.057614,2022-06-13 22:59:55.147113,0 days 00:00:01.089499,6.768003247172424,svd,COMPLETE
395,0.8792254054873427,2022-06-13 22:50:14.027582,2022-06-13 22:50:14.971444,0 days 00:00:00.943862,7.033702986197397,svd,COMPLETE
635,0.8792254054873427,2022-06-13 22:54:03.053755,2022-06-13 22:54:04.032710,0 days 00:00:00.978955,6.794235975251393,svd,COMPLETE
694,0.8792254054873427,2022-06-13 22:55:01.809910,2022-06-13 22:55:02.820413,0 days 00:00:01.010503,5.949963683989871,svd,COMPLETE
76,0.8792254054873427,2022-06-13 22:45:31.623837,2022-06-13 22:45:32.503378,0 days 00:00:00.879541,8.545868990766136,svd,COMPLETE
353,0.8792254054873427,2022-06-13 22:49:35.667640,2022-06-13 22:49:36.593925,0 days 00:00:00.926285,6.444667057511156,svd,COMPLETE
44,0.8792254054873427,2022-06-13 22:45:04.947581,2022-06-13 22:45:05.766557,0 days 00:00:00.818976,6.5732048242499435,svd,COMPLETE
85,0.8792254054873427,2022-06-13 22:45:39.047876,2022-06-13 22:45:39.872457,0 days 00:00:00.824581,6.935038371471857,svd,COMPLETE
142,0.8792254054873427,2022-06-13 22:46:27.607946,2022-06-13 22:46:28.478926,0 days 00:00:00.870980,6.663556685863824,svd,COMPLETE
141,0.8792254054873427,2022-06-13 22:46:26.735747,2022-06-13 22:46:27.607754,0 days 00:00:00.872007,9.61480178103897,svd,COMPLETE
998,0.8792254054873427,2022-06-13 23:00:20.023340,2022-06-13 23:00:21.110281,0 days 00:00:01.086941,6.582102626825762,svd,COMPLETE
931,0.8792254054873427,2022-06-13 22:59:07.434405,2022-06-13 22:59:08.498311,0 days 00:00:01.063906,7.350809012154835,svd,COMPLETE
911,0.8792254054873427,2022-06-13 22:58:46.180530,2022-06-13 22:58:47.256170,0 days 00:00:01.075640,6.412320912652194,svd,COMPLETE
952,0.8792254054873427,2022-06-13 22:59:30.042757,2022-06-13 22:59:31.120815,0 days 00:00:01.078058,6.5732670644259095,svd,COMPLETE
914,0.8792254054873427,2022-06-13 22:58:49.413060,2022-06-13 22:58:50.485084,0 days 00:00:01.072024,6.593181046172456,svd,COMPLETE
616,0.8792254054873427,2022-06-13 22:53:44.476400,2022-06-13 22:53:45.456460,0 days 00:00:00.980060,6.415699438095659,svd,COMPLETE
945,0.8792254054873427,2022-06-13 22:59:22.285273,2022-06-13 22:59:23.361314,0 days 00:00:01.076041,6.497847604287249,svd,COMPLETE
930,0.8792254054873427,2022-06-13 22:59:06.357836,2022-06-13 22:59:07.433698,0 days 00:00:01.075862,6.463852158506607,svd,COMPLETE
169,0.8792254054873427,2022-06-13 22:46:51.091303,2022-06-13 22:46:51.971415,0 days 00:00:00.880112,6.435863734138612,svd,COMPLETE
96,0.8792254054873427,2022-06-13 22:45:48.152221,2022-06-13 22:45:49.056832,0 days 00:00:00.904611,7.296765108793899,svd,COMPLETE
593,0.8792254054873427,2022-06-13 22:53:21.933998,2022-06-13 22:53:22.916993,0 days 00:00:00.982995,5.998756573164401,svd,COMPLETE
