iteration,recall,datetime_start,datetime_complete,duration,alpha,max_iter,selection,tol,state
144,0.8879816933638444,2022-06-12 18:29:04.367833,2022-06-12 18:29:04.900430,0 days 00:00:00.532597,0.3412311038884203,8547850,cyclic,0.09527671900934885,COMPLETE
674,0.8879816933638444,2022-06-12 18:34:48.077331,2022-06-12 18:34:48.767536,0 days 00:00:00.690205,0.34061886902417265,3109518,cyclic,0.09174251174088673,COMPLETE
152,0.8879816933638444,2022-06-12 18:29:09.267098,2022-06-12 18:29:09.786767,0 days 00:00:00.519669,0.34105657359146474,9464130,cyclic,0.09044160860106543,COMPLETE
221,0.8879816933638444,2022-06-12 18:29:49.367811,2022-06-12 18:29:49.902923,0 days 00:00:00.535112,0.34112081453848536,4664176,cyclic,0.09593648151842842,COMPLETE
356,0.8879633867276888,2022-06-12 18:31:09.250675,2022-06-12 18:31:09.814896,0 days 00:00:00.564221,0.3417481548987983,7953212,cyclic,0.0769773006103147,COMPLETE
478,0.8879450800915332,2022-06-12 18:32:28.176380,2022-06-12 18:32:28.819801,0 days 00:00:00.643421,0.3419437815216711,8381199,cyclic,0.08614344273767104,COMPLETE
717,0.8879450800915332,2022-06-12 18:35:20.799924,2022-06-12 18:35:21.528818,0 days 00:00:00.728894,0.3419089456782746,9090342,cyclic,0.09369667052850103,COMPLETE
866,0.8879450800915332,2022-06-12 18:37:23.533456,2022-06-12 18:37:24.299863,0 days 00:00:00.766407,0.34205666806660484,8984158,cyclic,0.09452934916734966,COMPLETE
151,0.8879267734553776,2022-06-12 18:29:08.692014,2022-06-12 18:29:09.266879,0 days 00:00:00.574865,0.3443275133509483,9452012,cyclic,0.08982270515458882,COMPLETE
640,0.8879267734553776,2022-06-12 18:34:22.188724,2022-06-12 18:34:23.226362,0 days 00:00:01.037638,0.3442119731997999,9511067,cyclic,0.09465120876226596,COMPLETE
164,0.8879267734553776,2022-06-12 18:29:16.482634,2022-06-12 18:29:17.151783,0 days 00:00:00.669149,0.344330931007414,9053045,cyclic,0.09608843148813621,COMPLETE
971,0.8879267734553776,2022-06-12 18:38:52.205999,2022-06-12 18:38:52.972620,0 days 00:00:00.766621,0.3442678038044555,6284024,cyclic,0.08511941953272913,COMPLETE
525,0.8879267734553776,2022-06-12 18:32:59.781452,2022-06-12 18:33:00.716265,0 days 00:00:00.934813,0.34362954463417866,8972175,cyclic,0.08375869181970359,COMPLETE
942,0.8879267734553776,2022-06-12 18:38:26.808999,2022-06-12 18:38:27.616426,0 days 00:00:00.807427,0.3441111879392905,9070153,cyclic,0.09146072181732391,COMPLETE
947,0.8879267734553776,2022-06-12 18:38:31.085226,2022-06-12 18:38:31.983128,0 days 00:00:00.897902,0.34408003802307513,9222712,cyclic,0.08951763779511353,COMPLETE
137,0.887908466819222,2022-06-12 18:29:00.422814,2022-06-12 18:29:00.991162,0 days 00:00:00.568348,0.3488066498994963,8308653,cyclic,0.08451716596176118,COMPLETE
626,0.887908466819222,2022-06-12 18:34:12.523167,2022-06-12 18:34:13.204417,0 days 00:00:00.681250,0.3424028988912051,5964820,cyclic,0.09555520809893898,COMPLETE
691,0.887908466819222,2022-06-12 18:35:00.770264,2022-06-12 18:35:01.418826,0 days 00:00:00.648562,0.34484128042276746,6466575,cyclic,0.09426171534076294,COMPLETE
141,0.887908466819222,2022-06-12 18:29:02.726419,2022-06-12 18:29:03.265000,0 days 00:00:00.538581,0.3448671755543456,8574061,cyclic,0.0971113784588998,COMPLETE
380,0.887908466819222,2022-06-12 18:31:23.719460,2022-06-12 18:31:24.294169,0 days 00:00:00.574709,0.3445694051019372,8831385,cyclic,0.08401118850035535,COMPLETE
326,0.887908466819222,2022-06-12 18:30:50.997049,2022-06-12 18:30:51.560132,0 days 00:00:00.563083,0.3494021844524987,3123860,cyclic,0.08974750401286827,COMPLETE
664,0.887908466819222,2022-06-12 18:34:40.187635,2022-06-12 18:34:40.847230,0 days 00:00:00.659595,0.3449205094077249,1811383,cyclic,0.09190160256970685,COMPLETE
448,0.887908466819222,2022-06-12 18:32:08.364489,2022-06-12 18:32:08.986965,0 days 00:00:00.622476,0.34441558571764747,3988970,cyclic,0.09018612363043658,COMPLETE
181,0.887908466819222,2022-06-12 18:29:27.200393,2022-06-12 18:29:27.741843,0 days 00:00:00.541450,0.34474233422301553,9165793,cyclic,0.09667861786733523,COMPLETE
104,0.887908466819222,2022-06-12 18:28:42.065789,2022-06-12 18:28:42.571020,0 days 00:00:00.505231,0.3494690643373228,8351434,cyclic,0.08731602943752079,COMPLETE
568,0.887908466819222,2022-06-12 18:33:30.956462,2022-06-12 18:33:31.639077,0 days 00:00:00.682615,0.34443002414531054,9207977,cyclic,0.09543514674515585,COMPLETE
696,0.8878901601830663,2022-06-12 18:35:04.834868,2022-06-12 18:35:05.561416,0 days 00:00:00.726548,0.3477935464679263,1127095,cyclic,0.09994877380909378,COMPLETE
762,0.8878901601830663,2022-06-12 18:35:56.483887,2022-06-12 18:35:57.216054,0 days 00:00:00.732167,0.345365515201481,9757976,cyclic,0.09816382579593476,COMPLETE
111,0.8878901601830663,2022-06-12 18:28:45.641634,2022-06-12 18:28:46.136681,0 days 00:00:00.495047,0.348089773047154,9069096,cyclic,0.09457201284380143,COMPLETE
774,0.8878901601830663,2022-06-12 18:36:06.943751,2022-06-12 18:36:08.003958,0 days 00:00:01.060207,0.34802527647575976,8972505,cyclic,0.0938122744435322,COMPLETE
72,0.8878901601830663,2022-06-12 18:28:24.747667,2022-06-12 18:28:25.278766,0 days 00:00:00.531099,0.3480256809412858,8734112,cyclic,0.0884031872753922,COMPLETE
