iteration,f1_weighted,datetime_start,datetime_complete,duration,alpha,max_iter,selection,tol,state
698,0.9814883931644219,2022-06-12 17:02:02.304818,2022-06-12 17:02:03.263674,0 days 00:00:00.958856,1.9992734070640903,7798139,random,0.05096279804381567,COMPLETE
696,0.9814883931644219,2022-06-12 17:02:00.931286,2022-06-12 17:02:01.618203,0 days 00:00:00.686917,1.9998262662800994,6058077,random,0.07656517638967601,COMPLETE
452,0.9814883931644219,2022-06-12 16:59:14.761240,2022-06-12 16:59:15.380791,0 days 00:00:00.619551,1.9992480413820393,4826324,random,0.09339109708588222,COMPLETE
691,0.9814883931644219,2022-06-12 17:01:57.483183,2022-06-12 17:01:58.174568,0 days 00:00:00.691385,1.999792617742272,5259046,random,0.09435801078913232,COMPLETE
685,0.9814883931644219,2022-06-12 17:01:53.368017,2022-06-12 17:01:54.048837,0 days 00:00:00.680820,1.9991951766335765,7869642,random,0.0773901646815642,COMPLETE
684,0.9814883931644219,2022-06-12 17:01:52.678019,2022-06-12 17:01:53.367466,0 days 00:00:00.689447,1.9992238866885679,9725741,random,0.07754857024746793,COMPLETE
683,0.9814883931644219,2022-06-12 17:01:52.010710,2022-06-12 17:01:52.677454,0 days 00:00:00.666744,1.9999856923454808,7648995,random,0.035423288399261184,COMPLETE
209,0.9814883931644219,2022-06-12 16:56:48.267099,2022-06-12 16:56:48.822808,0 days 00:00:00.555709,1.999336927406904,9304710,random,0.09184412584191996,COMPLETE
626,0.9814883931644219,2022-06-12 17:01:12.070481,2022-06-12 17:01:12.735135,0 days 00:00:00.664654,1.9980816849268315,4856466,random,0.09210376482180362,COMPLETE
624,0.9814883931644219,2022-06-12 17:01:10.443794,2022-06-12 17:01:11.114755,0 days 00:00:00.670961,1.9980093006808517,6855772,random,0.06031015277885663,COMPLETE
554,0.9814883931644219,2022-06-12 17:00:21.700167,2022-06-12 17:00:22.366683,0 days 00:00:00.666516,1.9993064573473953,6564211,random,0.036834449213893616,COMPLETE
249,0.9814883931644219,2022-06-12 16:57:11.078677,2022-06-12 16:57:11.647245,0 days 00:00:00.568568,1.9971741441487905,6853750,random,0.07259718446347936,COMPLETE
507,0.9814883931644219,2022-06-12 16:59:50.810137,2022-06-12 16:59:51.445268,0 days 00:00:00.635131,1.9974162726789333,9565926,random,0.09212802559867884,COMPLETE
574,0.9814883931644219,2022-06-12 17:00:35.333816,2022-06-12 17:00:35.982819,0 days 00:00:00.649003,1.999901727057043,5091265,random,0.09340926465410204,COMPLETE
316,0.9814883931644219,2022-06-12 16:57:50.403498,2022-06-12 16:57:50.992640,0 days 00:00:00.589142,1.9998699357114837,9996299,random,0.09860610720315362,COMPLETE
533,0.9814883931644219,2022-06-12 17:00:07.724412,2022-06-12 17:00:08.368350,0 days 00:00:00.643938,1.999906483301084,7970567,random,0.07460790837500558,COMPLETE
534,0.9814883931644219,2022-06-12 17:00:08.368829,2022-06-12 17:00:09.015589,0 days 00:00:00.646760,1.9990681424793786,6686186,random,0.09531396360883014,COMPLETE
509,0.9814883931644219,2022-06-12 16:59:52.079795,2022-06-12 16:59:52.709968,0 days 00:00:00.630173,1.9985294539150709,9342863,random,0.0913923035110905,COMPLETE
283,0.9814883931644219,2022-06-12 16:57:30.733660,2022-06-12 16:57:31.315977,0 days 00:00:00.582317,1.999977643382704,6005779,random,0.09498501725735345,COMPLETE
314,0.9814883931644219,2022-06-12 16:57:49.225273,2022-06-12 16:57:49.815096,0 days 00:00:00.589823,1.9980477428960741,8470392,random,0.08265706020772531,COMPLETE
522,0.9814883931644219,2022-06-12 17:00:00.648616,2022-06-12 17:00:01.290881,0 days 00:00:00.642265,1.9999667807611616,9675648,random,0.0801084929790178,COMPLETE
532,0.9814883931644219,2022-06-12 17:00:07.076665,2022-06-12 17:00:07.723973,0 days 00:00:00.647308,1.999909685973113,3889308,random,0.08057096782953249,COMPLETE
