iteration,precision,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
215,0.8135501886053006,2022-06-14 23:40:30.095522,2022-06-14 23:41:58.892621,0 days 00:01:28.797099,38.0,496.0,124.0,16.0,535.0,294.0,COMPLETE
101,0.8135385520317632,2022-06-14 20:20:12.048764,2022-06-14 20:22:01.289339,0 days 00:01:49.240575,40.0,482.0,132.0,18.0,657.0,361.0,COMPLETE
237,0.8135343756132661,2022-06-15 00:13:20.244167,2022-06-15 00:14:54.489686,0 days 00:01:34.245519,37.0,488.0,125.0,20.0,547.0,311.0,COMPLETE
189,0.8135086084269387,2022-06-14 22:55:51.130208,2022-06-14 22:57:50.628268,0 days 00:01:59.498060,40.0,494.0,116.0,19.0,535.0,398.0,COMPLETE
81,0.8134984156022345,2022-06-14 19:43:40.474355,2022-06-14 19:45:24.147189,0 days 00:01:43.672834,40.0,486.0,134.0,18.0,653.0,342.0,COMPLETE
265,0.8134900524758464,2022-06-15 00:57:32.532868,2022-06-15 00:58:58.042327,0 days 00:01:25.509459,42.0,496.0,121.0,20.0,567.0,282.0,COMPLETE
30,0.8134839542905721,2022-06-14 18:11:11.658123,2022-06-14 18:13:18.016050,0 days 00:02:06.357927,38.0,500.0,100.0,15.0,536.0,421.0,COMPLETE
121,0.8133692898586254,2022-06-14 20:54:53.851850,2022-06-14 20:56:25.639571,0 days 00:01:31.787721,30.0,495.0,128.0,9.0,616.0,303.0,COMPLETE
150,0.8132742784297061,2022-06-14 21:41:16.655642,2022-06-14 21:42:57.199407,0 days 00:01:40.543765,44.0,487.0,114.0,11.0,605.0,333.0,COMPLETE
217,0.8132742784297061,2022-06-14 23:43:31.015293,2022-06-14 23:45:02.904051,0 days 00:01:31.888758,36.0,487.0,125.0,20.0,550.0,304.0,COMPLETE
235,0.813245141270619,2022-06-15 00:10:18.107406,2022-06-15 00:11:51.137865,0 days 00:01:33.030459,38.0,492.0,123.0,7.0,556.0,308.0,COMPLETE
263,0.813214822560617,2022-06-15 00:54:31.528535,2022-06-15 00:56:01.146622,0 days 00:01:29.618087,41.0,495.0,125.0,15.0,554.0,296.0,COMPLETE
80,0.8131406431362291,2022-06-14 19:42:18.857419,2022-06-14 19:43:40.474198,0 days 00:01:21.616779,33.0,493.0,124.0,19.0,524.0,270.0,COMPLETE
163,0.8131201673941117,2022-06-14 22:04:29.338959,2022-06-14 22:06:22.321010,0 days 00:01:52.982051,43.0,492.0,139.0,19.0,473.0,377.0,COMPLETE
49,0.8131149684547743,2022-06-14 18:49:22.818071,2022-06-14 18:51:18.621059,0 days 00:01:55.802988,31.0,491.0,122.0,6.0,666.0,384.0,COMPLETE
151,0.8130882352941177,2022-06-14 21:42:57.199583,2022-06-14 21:44:31.394693,0 days 00:01:34.195110,42.0,495.0,129.0,11.0,582.0,311.0,COMPLETE
197,0.8130862502859757,2022-06-14 23:10:53.240170,2022-06-14 23:12:55.977897,0 days 00:02:02.737727,38.0,490.0,128.0,18.0,556.0,408.0,COMPLETE
228,0.8130723443223443,2022-06-14 23:59:48.078793,2022-06-15 00:01:12.874311,0 days 00:01:24.795518,36.0,496.0,126.0,20.0,567.0,280.0,COMPLETE
259,0.8130463911629655,2022-06-15 00:48:27.660542,2022-06-15 00:49:59.297456,0 days 00:01:31.636914,38.0,487.0,117.0,19.0,568.0,304.0,COMPLETE
171,0.8129809027494159,2022-06-14 22:20:02.881897,2022-06-14 22:22:04.665803,0 days 00:02:01.783906,41.0,500.0,130.0,20.0,558.0,404.0,COMPLETE
22,0.8129358922008983,2022-06-14 17:59:06.947170,2022-06-14 18:00:37.436046,0 days 00:01:30.488876,36.0,499.0,129.0,16.0,479.0,300.0,COMPLETE
39,0.8129068132011906,2022-06-14 18:30:56.436228,2022-06-14 18:32:57.121720,0 days 00:02:00.685492,28.0,457.0,112.0,20.0,674.0,402.0,COMPLETE
35,0.8129023824307984,2022-06-14 18:22:00.684024,2022-06-14 18:24:04.297748,0 days 00:02:03.613724,33.0,464.0,90.0,11.0,535.0,415.0,COMPLETE
243,0.8128951108352255,2022-06-15 00:22:28.698109,2022-06-15 00:23:59.149697,0 days 00:01:30.451588,38.0,500.0,122.0,14.0,568.0,299.0,COMPLETE
247,0.8128596651844101,2022-06-15 00:28:33.999080,2022-06-15 00:31:02.380181,0 days 00:02:28.381101,41.0,495.0,129.0,14.0,561.0,492.0,COMPLETE
34,0.8128452361496976,2022-06-14 18:19:54.068164,2022-06-14 18:22:00.683914,0 days 00:02:06.615750,44.0,487.0,110.0,14.0,598.0,420.0,COMPLETE
175,0.812822522699066,2022-06-14 22:27:57.938616,2022-06-14 22:29:57.053098,0 days 00:01:59.114482,43.0,484.0,128.0,20.0,529.0,397.0,COMPLETE
186,0.8127919511318721,2022-06-14 22:49:48.180550,2022-06-14 22:51:52.325939,0 days 00:02:04.145389,38.0,488.0,123.0,18.0,520.0,414.0,COMPLETE
272,0.8127133454195045,2022-06-15 01:08:35.737473,2022-06-15 01:10:08.738326,0 days 00:01:33.000853,38.0,486.0,119.0,18.0,526.0,309.0,COMPLETE
249,0.8127031308693593,2022-06-15 00:32:38.104418,2022-06-15 00:34:36.528494,0 days 00:01:58.424076,41.0,500.0,97.0,19.0,543.0,394.0,COMPLETE
