iteration,f1_weighted,datetime_start,datetime_complete,duration,C,change_tol,grad_tol,lbfgs_memory,linesearch_max_iter,loss,max_iter,penalized_intercept,penatly,state
22,0.9170273069955298,2022-06-28 21:43:04.269556,2022-06-28 21:43:06.190739,0 days 00:00:01.921183,1.1,0.0007433081934138584,0.08982792675488485,13,8814,hinge,8158586,True,l1,COMPLETE
55,0.9170273069955298,2022-06-28 21:43:54.829347,2022-06-28 21:43:56.407173,0 days 00:00:01.577826,1.1,0.0002649735032630978,0.029387312683786377,17,896,hinge,8866124,False,l1,COMPLETE
77,0.9170253440271596,2022-06-28 21:44:28.345511,2022-06-28 21:44:29.808567,0 days 00:00:01.463056,1.3000000000000003,9.16759859230908e-05,0.04818589458116937,20,3134,hinge,6943623,False,l1,COMPLETE
70,0.9170253440271596,2022-06-28 21:44:16.242412,2022-06-28 21:44:17.700159,0 days 00:00:01.457747,1.8000000000000003,0.0003847456903486203,0.0533471914012678,6,2053,hinge,8946288,False,l1,COMPLETE
88,0.9170217030212133,2022-06-28 21:45:23.147499,2022-06-28 21:45:25.076880,0 days 00:00:01.929381,1.2000000000000002,3.084781905174434e-05,0.031180274287789293,19,5893,hinge,5554121,False,l1,COMPLETE
63,0.9170217030212133,2022-06-28 21:44:06.928197,2022-06-28 21:44:08.416101,0 days 00:00:01.487904,1.2000000000000002,0.00038704275270575903,0.044128899604428284,15,4667,hinge,8197817,False,l1,COMPLETE
74,0.9170217030212133,2022-06-28 21:44:22.761825,2022-06-28 21:44:24.589517,0 days 00:00:01.827692,1.4000000000000001,0.0001425221060195946,0.027450681352704655,15,3956,hinge,7808259,False,l1,COMPLETE
43,0.9170217030212133,2022-06-28 21:43:34.271883,2022-06-28 21:43:36.838029,0 days 00:00:02.566146,1.4000000000000001,0.0008419163307032668,0.04048343219023778,14,3444,hinge,6001697,False,l1,COMPLETE
66,0.9170205737707414,2022-06-28 21:44:11.138149,2022-06-28 21:44:12.925899,0 days 00:00:01.787750,1.5000000000000002,0.0002153146231550499,0.026397075160144532,17,2836,hinge,7515256,False,l1,COMPLETE
54,0.9170205737707414,2022-06-28 21:43:53.085502,2022-06-28 21:43:54.829224,0 days 00:00:01.743722,1.5000000000000002,0.00043355525450022197,0.022043707764698696,15,9985,hinge,7003910,False,l1,COMPLETE
16,0.9170205737707414,2022-06-28 21:42:55.801236,2022-06-28 21:42:57.244585,0 days 00:00:01.443349,1.5000000000000002,0.0006941833182889281,0.05657432174176656,17,3435,hinge,4072053,True,l1,COMPLETE
5,0.917019740061296,2022-06-28 21:42:42.490979,2022-06-28 21:42:43.992134,0 days 00:00:01.501155,4.9,0.000925588667650186,0.08051167803266551,7,2727,hinge,1975548,False,l1,COMPLETE
45,0.9170138512368935,2022-06-28 21:43:38.307014,2022-06-28 21:43:40.273436,0 days 00:00:01.966422,4.3999999999999995,0.0008955013024619868,0.016966889628888676,12,4982,hinge,8062801,False,l1,COMPLETE
24,0.9170118883138745,2022-06-28 21:43:08.163719,2022-06-28 21:43:09.556463,0 days 00:00:01.392744,4.1,0.0009690011819802756,0.08976028377448018,11,5583,hinge,9968803,True,l1,COMPLETE
15,0.9170118777712886,2022-06-28 21:42:54.401976,2022-06-28 21:42:55.801138,0 days 00:00:01.399162,1.6,0.00027969302714736955,0.07235761251143213,13,5805,hinge,9030577,True,l1,COMPLETE
37,0.9170099148992453,2022-06-28 21:43:26.009273,2022-06-28 21:43:27.417042,0 days 00:00:01.407769,3.6,0.0003599779547424955,0.03060967275303704,16,1021,hinge,7902165,False,l1,COMPLETE
8,0.9169944971392952,2022-06-28 21:42:45.024925,2022-06-28 21:42:46.386686,0 days 00:00:01.361761,7.9,0.00014828748462382272,0.08876507919870139,18,1432,hinge,5472814,True,l1,COMPLETE
30,0.9169569104386088,2022-06-28 21:43:14.779690,2022-06-28 21:43:16.500909,0 days 00:00:01.721219,6.0,0.0007742288263004963,0.09295560910505835,6,5942,hinge,8445562,True,l1,COMPLETE
4,0.9169563512494147,2022-06-28 21:42:40.609387,2022-06-28 21:42:42.490860,0 days 00:00:01.881473,6.5,0.0009189620803987927,0.035486997573555674,19,2230,hinge,23708,True,l1,COMPLETE
53,0.91695494786626,2022-06-28 21:43:51.125677,2022-06-28 21:43:53.085377,0 days 00:00:01.959700,5.7,0.000569907230087359,0.030838593958812586,15,109,hinge,6201144,False,l1,COMPLETE
20,0.9169002633815743,2022-06-28 21:43:01.185476,2022-06-28 21:43:02.808000,0 days 00:00:01.622524,2.7,0.0007053406039643422,0.0749753912351282,17,6818,hinge,9168688,True,l1,COMPLETE
34,0.9168910112951978,2022-06-28 21:43:21.124263,2022-06-28 21:43:23.139540,0 days 00:00:02.015277,3.0000000000000004,0.00046747426935327927,0.02561377394226307,14,9280,hinge,3124930,True,l1,COMPLETE
17,0.9168904522660957,2022-06-28 21:42:57.244688,2022-06-28 21:42:58.708524,0 days 00:00:01.463836,3.4000000000000004,0.0003233261475720739,0.09834717675036679,13,320,hinge,6787632,True,l1,COMPLETE
23,0.9168904522660957,2022-06-28 21:43:06.190857,2022-06-28 21:43:08.163617,0 days 00:00:01.972760,2.4000000000000004,0.0006483540442302496,0.0775542754300268,16,6891,hinge,8784209,True,l1,COMPLETE
13,0.9168884900705779,2022-06-28 21:42:51.254043,2022-06-28 21:42:52.821499,0 days 00:00:01.567456,2.3000000000000003,0.0004130598156085401,0.0993307972926054,15,7777,hinge,7532058,True,l1,COMPLETE
79,0.9168884900705779,2022-06-28 21:44:32.873266,2022-06-28 21:44:34.504788,0 days 00:00:01.631522,2.3000000000000003,0.00019175344546100296,0.018725664381289128,16,4280,hinge,8774520,False,l1,COMPLETE
48,0.9168884900705779,2022-06-28 21:43:42.275241,2022-06-28 21:43:44.303414,0 days 00:00:02.028173,1.9000000000000001,0.0007967294398574828,0.07035991456174273,16,6567,hinge,9564218,False,l1,COMPLETE
58,0.9168884900705779,2022-06-28 21:43:58.221683,2022-06-28 21:44:00.031177,0 days 00:00:01.809494,2.3000000000000003,0.0006187259233501153,0.08133141989846714,12,1222,hinge,7426453,False,l1,COMPLETE
80,0.9168870869199638,2022-06-28 21:44:34.504936,2022-06-28 21:44:36.108317,0 days 00:00:01.603381,2.1,0.0002630626075710142,0.03967429523857976,14,4677,hinge,9902726,False,l1,COMPLETE
