iteration,precision,datetime_start,datetime_complete,duration,alpha,fit_intercept,l1_ratio,max_iter,normalize,selection,tol,state
309,0.9999782684283728,2022-06-14 02:24:27.323548,2022-06-14 02:24:28.162197,0 days 00:00:00.838649,1.5119151811422131,True,0.8562000213497917,3550777,False,random,0.015899007443312754,COMPLETE
866,0.9999782689006237,2022-06-14 02:33:07.659203,2022-06-14 02:33:08.756189,0 days 00:00:01.096986,1.5361603341281742,True,0.8557160973148309,9602783,False,random,0.016869886806312396,COMPLETE
835,0.9999782693728541,2022-06-14 02:32:33.987126,2022-06-14 02:32:35.071262,0 days 00:00:01.084136,1.6088870206901762,True,0.8100862118225984,9124606,False,random,0.016984523827508705,COMPLETE
310,0.9999782693728541,2022-06-14 02:24:28.162517,2022-06-14 02:24:28.995738,0 days 00:00:00.833221,1.4691414623733217,True,0.8869906704307046,3457579,False,random,0.017668481898394237,COMPLETE
335,0.9999782693728541,2022-06-14 02:24:46.963429,2022-06-14 02:24:47.830471,0 days 00:00:00.867042,1.464867242701349,True,0.9057028538835117,3557243,False,random,0.016889141669348507,COMPLETE
821,0.9999782693728541,2022-06-14 02:32:18.733371,2022-06-14 02:32:19.803927,0 days 00:00:01.070556,1.5139699834080884,True,0.8578338786696118,9462161,False,random,0.01730049487941902,COMPLETE
33,0.999978269845064,2022-06-14 02:21:21.761839,2022-06-14 02:21:22.383224,0 days 00:00:00.621385,1.7475766323205677,True,0.7770145966992353,7350392,False,cyclic,0.04291417137963538,COMPLETE
325,0.999978269845064,2022-06-14 02:24:39.297647,2022-06-14 02:24:40.164444,0 days 00:00:00.866797,1.4158150332640997,True,0.9448374015888461,3659700,False,random,0.01717266580300424,COMPLETE
97,0.9999782726778924,2022-06-14 02:22:04.160927,2022-06-14 02:22:04.901144,0 days 00:00:00.740217,1.3961809451390326,True,0.9973468708628154,2759439,False,random,0.017908585508028308,COMPLETE
74,0.9999782736220044,2022-06-14 02:21:48.149974,2022-06-14 02:21:48.781008,0 days 00:00:00.631034,1.667437319571026,True,0.859332075836421,615680,False,cyclic,0.038187487785359804,COMPLETE
75,0.9999782750380187,2022-06-14 02:21:48.781259,2022-06-14 02:21:49.420539,0 days 00:00:00.639280,1.6756605168966392,True,0.875522531856081,5570642,False,cyclic,0.03745511781425341,COMPLETE
