iteration,recall,datetime_start,datetime_complete,duration,alpha,solver,state
674,0.8494828375286041,2022-06-13 22:38:44.797982,2022-06-13 22:38:45.810325,0 days 00:00:01.012343,5.440758031143214,svd,COMPLETE
659,0.8494828375286041,2022-06-13 22:38:29.872237,2022-06-13 22:38:30.878176,0 days 00:00:01.005939,5.509477480928383,svd,COMPLETE
673,0.8494828375286041,2022-06-13 22:38:43.774967,2022-06-13 22:38:44.797394,0 days 00:00:01.022427,5.9111356604600465,svd,COMPLETE
679,0.8494828375286041,2022-06-13 22:38:49.866934,2022-06-13 22:38:50.876566,0 days 00:00:01.009632,5.501243290704915,svd,COMPLETE
664,0.8494828375286041,2022-06-13 22:38:34.520641,2022-06-13 22:38:35.521045,0 days 00:00:01.000404,5.604165126772378,svd,COMPLETE
666,0.8494828375286041,2022-06-13 22:38:36.519399,2022-06-13 22:38:37.508850,0 days 00:00:00.989451,5.474189574968043,svd,COMPLETE
663,0.8494828375286041,2022-06-13 22:38:33.523985,2022-06-13 22:38:34.520028,0 days 00:00:00.996043,5.4170919866231175,svd,COMPLETE
667,0.8494828375286041,2022-06-13 22:38:37.509425,2022-06-13 22:38:38.769711,0 days 00:00:01.260286,5.689380610742224,svd,COMPLETE
668,0.8494828375286041,2022-06-13 22:38:38.770341,2022-06-13 22:38:39.758523,0 days 00:00:00.988182,5.347235612112257,svd,COMPLETE
738,0.8494828375286041,2022-06-13 22:39:49.198322,2022-06-13 22:39:50.222706,0 days 00:00:01.024384,0.2859045355072064,svd,COMPLETE
739,0.8494828375286041,2022-06-13 22:39:50.223397,2022-06-13 22:39:51.247484,0 days 00:00:01.024087,0.5992780795365052,svd,COMPLETE
661,0.8494828375286041,2022-06-13 22:38:31.879349,2022-06-13 22:38:32.878171,0 days 00:00:00.998822,5.3725575525259845,svd,COMPLETE
660,0.8494828375286041,2022-06-13 22:38:30.878728,2022-06-13 22:38:31.878853,0 days 00:00:01.000125,5.514918371243001,svd,COMPLETE
669,0.8494828375286041,2022-06-13 22:38:39.759062,2022-06-13 22:38:40.759633,0 days 00:00:01.000571,5.470604083270696,svd,COMPLETE
670,0.8494828375286041,2022-06-13 22:38:40.760113,2022-06-13 22:38:41.761430,0 days 00:00:01.001317,5.66340192456952,svd,COMPLETE
671,0.8494828375286041,2022-06-13 22:38:41.762022,2022-06-13 22:38:42.765718,0 days 00:00:01.003696,5.152755473389252,svd,COMPLETE
665,0.8494828375286041,2022-06-13 22:38:35.521625,2022-06-13 22:38:36.518840,0 days 00:00:00.997215,5.597649575499619,svd,COMPLETE
672,0.8494828375286041,2022-06-13 22:38:42.766240,2022-06-13 22:38:43.774406,0 days 00:00:01.008166,5.711156690380511,svd,COMPLETE
658,0.8494828375286041,2022-06-13 22:38:28.866782,2022-06-13 22:38:29.871691,0 days 00:00:01.004909,5.162847555840571,svd,COMPLETE
724,0.8494828375286041,2022-06-13 22:39:34.699189,2022-06-13 22:39:35.726118,0 days 00:00:01.026929,0.2548962390655973,svd,COMPLETE
689,0.8494828375286041,2022-06-13 22:38:59.809374,2022-06-13 22:39:00.820411,0 days 00:00:01.011037,5.3218908425546445,svd,COMPLETE
736,0.8494828375286041,2022-06-13 22:39:47.154461,2022-06-13 22:39:48.176634,0 days 00:00:01.022173,0.004648686518222783,svd,COMPLETE
706,0.8494828375286041,2022-06-13 22:39:16.584048,2022-06-13 22:39:17.859998,0 days 00:00:01.275950,6.393175464046416,svd,COMPLETE
707,0.8494828375286041,2022-06-13 22:39:17.860637,2022-06-13 22:39:18.885667,0 days 00:00:01.025030,6.288409698698591,svd,COMPLETE
709,0.8494828375286041,2022-06-13 22:39:19.868886,2022-06-13 22:39:20.880770,0 days 00:00:01.011884,6.196156966094953,svd,COMPLETE
710,0.8494828375286041,2022-06-13 22:39:20.881406,2022-06-13 22:39:21.893367,0 days 00:00:01.011961,6.286317430689219,svd,COMPLETE
