iteration,precision,datetime_start,datetime_complete,duration,C,change_tol,grad_tol,lbfgs_memory,linesearch_max_iter,loss,max_iter,penalized_intercept,penatly,state
68,0.6397855432006726,2022-06-28 21:19:33.620504,2022-06-28 21:19:35.078377,0 days 00:00:01.457873,1.7000000000000002,0.0002986543748297988,0.02417501179837446,18.0,3649.0,hinge,7681482.0,True,l1,COMPLETE
76,0.6397855432006726,2022-06-28 21:19:46.698864,2022-06-28 21:19:49.191878,0 days 00:00:02.493014,1.7000000000000002,0.00021179766730898957,0.022096360270707827,18.0,3150.0,hinge,7301074.0,True,l1,COMPLETE
23,0.6397829845963482,2022-06-28 21:18:25.808085,2022-06-28 21:18:27.437749,0 days 00:00:01.629664,4.6,0.0006620750032112254,0.06347272242525562,5.0,109.0,hinge,2881289.0,True,l1,COMPLETE
48,0.6397829845963482,2022-06-28 21:19:02.878450,2022-06-28 21:19:04.336504,0 days 00:00:01.458054,4.8,0.0002674790144077814,0.06701419422589419,15.0,7885.0,hinge,1203047.0,True,l1,COMPLETE
21,0.6397829845963482,2022-06-28 21:18:22.390997,2022-06-28 21:18:24.318085,0 days 00:00:01.927088,4.6,0.00020339554650341954,0.05027790812501405,17.0,112.0,hinge,2697413.0,True,l1,COMPLETE
12,0.6397626865908406,2022-06-28 21:18:06.576419,2022-06-28 21:18:08.432639,0 days 00:00:01.856220,4.3999999999999995,0.00032902555584136815,0.0818407991429227,16.0,3347.0,hinge,4352920.0,True,l1,COMPLETE
19,0.6397626865908406,2022-06-28 21:18:19.094034,2022-06-28 21:18:20.923479,0 days 00:00:01.829445,4.5,0.00043960668108933266,0.055435134504145264,14.0,118.0,hinge,2248956.0,True,l1,COMPLETE
92,0.6397608133614605,2022-06-28 21:20:13.544328,2022-06-28 21:20:14.999872,0 days 00:00:01.455544,1.5000000000000002,0.00019448621937999134,0.012918588525626724,19.0,3961.0,hinge,7928153.0,True,l1,COMPLETE
15,0.639752538071066,2022-06-28 21:18:11.733812,2022-06-28 21:18:13.162703,0 days 00:00:01.428891,4.3,0.00022364050303667692,0.04075566316278774,18.0,1559.0,hinge,6565677.0,True,l1,COMPLETE
28,0.639752538071066,2022-06-28 21:18:33.785823,2022-06-28 21:18:35.284170,0 days 00:00:01.498347,4.2,0.0005823709269672138,0.033649913028873324,14.0,977.0,hinge,1954660.0,True,l1,COMPLETE
31,0.639748104438311,2022-06-28 21:18:38.708249,2022-06-28 21:18:40.160006,0 days 00:00:01.451757,4.0,0.0003963313111304208,0.06048641631781403,17.0,894.0,hinge,3814609.0,True,l1,COMPLETE
86,0.6397012179649835,2022-06-28 21:20:04.634738,2022-06-28 21:20:06.414825,0 days 00:00:01.780087,1.6,0.000392522287956825,0.010879910187248633,18.0,2128.0,hinge,6310436.0,True,l1,COMPLETE
74,0.6397012179649835,2022-06-28 21:19:42.797628,2022-06-28 21:19:44.758946,0 days 00:00:01.961318,1.6,0.0002604382397058319,0.01921755297673382,18.0,3488.0,hinge,6376060.0,True,l1,COMPLETE
43,0.6396955039251447,2022-06-28 21:18:55.685063,2022-06-28 21:18:57.529063,0 days 00:00:01.844000,3.8000000000000003,0.00012375503481337554,0.028232156022585022,12.0,5970.0,hinge,2177778.0,True,l1,COMPLETE
13,0.6396910731560335,2022-06-28 21:18:08.432739,2022-06-28 21:18:10.136112,0 days 00:00:01.703373,3.6,0.00028695842445174483,0.08437408104099983,16.0,2966.0,hinge,5409008.0,True,l1,COMPLETE
10,0.6396764985727879,2022-06-28 21:18:03.446177,2022-06-28 21:18:05.117707,0 days 00:00:01.671530,3.5000000000000004,0.00031779816529794015,0.09768239134148962,16.0,3039.0,hinge,3899651.0,True,l1,COMPLETE
25,0.6393705030270374,2022-06-28 21:18:28.932350,2022-06-28 21:18:30.363692,0 days 00:00:01.431342,6.4,0.0006216856743008919,0.07749975778833804,5.0,2304.0,hinge,3220578.0,True,l1,COMPLETE
22,0.6393705030270374,2022-06-28 21:18:24.318211,2022-06-28 21:18:25.807980,0 days 00:00:01.489769,6.4,0.0004152944679013268,0.05487462241657269,15.0,163.0,hinge,2765094.0,True,l1,COMPLETE
27,0.6393705030270374,2022-06-28 21:18:32.058256,2022-06-28 21:18:33.785685,0 days 00:00:01.727429,6.4,0.0005068305126954145,0.048117222243096454,9.0,101.0,hinge,1599712.0,True,l1,COMPLETE
35,0.6393660855784469,2022-06-28 21:18:45.260675,2022-06-28 21:18:47.100087,0 days 00:00:01.839412,6.1,9.904283014534197e-05,0.047003321322551965,13.0,8411.0,hinge,809643.0,True,l1,COMPLETE
16,0.6393559531544667,2022-06-28 21:18:13.162826,2022-06-28 21:18:15.050069,0 days 00:00:01.887243,5.6,0.0001828641466988297,0.0411142435195251,18.0,1817.0,hinge,6859212.0,True,l1,COMPLETE
4,0.6393559531544667,2022-06-28 21:17:58.191036,2022-06-28 21:17:59.927311,0 days 00:00:01.736275,5.6,0.000561433236692769,0.06946251362510558,12.0,5053.0,hinge,1081782.0,False,l1,COMPLETE
44,0.6393559531544667,2022-06-28 21:18:57.529185,2022-06-28 21:18:59.309641,0 days 00:00:01.780456,5.8,6.692930125012041e-05,0.0914891468360251,15.0,9962.0,hinge,1420689.0,True,l1,COMPLETE
45,0.6393458210516307,2022-06-28 21:18:59.309760,2022-06-28 21:19:00.739935,0 days 00:00:01.430175,5.3,0.00022785276800514902,0.07453789472929202,13.0,7121.0,hinge,1143649.0,True,l1,COMPLETE
24,0.6389935712702284,2022-06-28 21:18:27.437868,2022-06-28 21:18:28.932250,0 days 00:00:01.494382,2.7,0.0006629481263788354,0.06354611857565992,11.0,1232.0,hinge,2436612.0,True,l1,COMPLETE
78,0.6389733358667427,2022-06-28 21:19:49.772808,2022-06-28 21:19:51.860164,0 days 00:00:02.087356,2.6,0.00016043891464976928,0.016420180733410176,17.0,3789.0,hinge,8366007.0,True,l1,COMPLETE
11,0.6389429851644263,2022-06-28 21:18:05.117827,2022-06-28 21:18:06.576319,0 days 00:00:01.458492,3.4000000000000004,0.00030170224460345386,0.095742844234603,16.0,3239.0,hinge,3894532.0,True,l1,COMPLETE
9,0.6389328689043698,2022-06-28 21:18:02.077898,2022-06-28 21:18:03.446083,0 days 00:00:01.368185,1.9000000000000001,0.000907852774345259,0.06692122077487168,8.0,787.0,hinge,9113081.0,False,l1,COMPLETE
88,0.6389328689043698,2022-06-28 21:20:07.803465,2022-06-28 21:20:09.271314,0 days 00:00:01.467849,2.2,0.0004852456938971135,0.017450446400500284,18.0,4543.0,hinge,6698513.0,True,l1,COMPLETE
94,0.6389328689043698,2022-06-28 21:20:17.120287,2022-06-28 21:20:18.750732,0 days 00:00:01.630445,1.9000000000000001,0.0008274450506007829,0.01941050790341163,18.0,3198.0,hinge,7896208.0,True,l1,COMPLETE
75,0.6389328689043698,2022-06-28 21:19:44.759086,2022-06-28 21:19:46.698701,0 days 00:00:01.939615,2.2,0.00031684794553768286,0.03010636838733139,17.0,2687.0,hinge,7692278.0,True,l1,COMPLETE
